height, code, distance, val, role, tonnes
53,Z*KD[3]VHG, 12.166,Cold,Leader,10273
48,P*LM[4]APT, 23.614,Cold,Director,8913
52,S*HZ[2]VUL,116.606,Hot,Designer,11919
48,L*N2[7]XIN, 79.707,Hot,Co-ordinator,10345
24,R*RL[0]NST, 53.607,Cold,Director,8452
54,R*KX[6]HLH, 63.965,Hot,Accountant,11833
49,K*QZ[3]VSW, 66.493,Hot,Director,6307
19,K*RY[5]BOQ, 47.112,Cold,Driver,3590
45,X*RD[4]TME,106.044,Cold,Plumber,3557
32,A*NP[0]PKS,109.611,Cold,Director,11619
41,G*DH[7]UBF, 64.705,Cold,Developer,4141
47,T*JS[7]ZIQ, 86.799,Cold,Plumber,11366
40,W*VI[9]MJM, 72.570,Cold,Cleaner,9461
54,T*PP[5]NUX, 55.453,Cold,Director,11544
50,I*CB[3]VOG, 43.892,Cold,Developer,2100
51,L*HB[5]EAI,  6.427,Cold,Driver,10255
51,rL*CV[7]KJA, 15.566,Cold,Secretary,10623
47,Q*XO[7]ZKW,106.786,Hot,PA,1572
39,G*EL[7]ADP, 81.512,Cold,Plumber,5809
48,F*FL[8]URM,112.032,Cold,Cleaner,11950
46,C*EG[5]PSQ,113.552,Hot,Accountant,10498
43,N*QJ[1]BKC, 66.571,Hot,Salesman,11565
39,T*CP[2]OUT,120.012,Cold,Programmer,9785
49,Y*QV[5]HNI,  8.510,Hot,Labourer,11262
34,V*GG[6]MUU,  9.141,Hot,Tester,8887
39,V*MJ[0]NGW, 92.387,Cold,Plumber,9769
41,H*NY[4]STS,  3.522,Hot,Electrician,10108
17,O*OW[6]BNJ, 12.363,Cold,Designer,8154
45,F*KE[1]KBZ,  9.027,Cold,Director,9283
54,N*ND[3]XPL, 89.729,Hot,Leader,11655
53,U*HQ[8]KIC,102.400,Hot,Co-ordinator,8302
53,F*KZ[7]BDG,104.456,Hot,Plumber,9430
31,F*JC[2]HIP, 14.503,Cold,Director,1489
53,C*TF[3]PPN, 49.416,Cold,Director,6280
37,W*CK[7]VDV, 71.683,Cold,Driver,7942
34,D*QR[0]UDZ,103.801,Hot,Tester,5554
49,W*JW[2]GMC, 13.088,Hot,Accountant,2396
11,Q*SD[0]PKK, 69.129,Cold,Electrician,8034
50,C*WV[5]!NX, 44.096,Hot,Programmer,10728
46,U*LV[5]GIV, 38.293,Cold,Developer,8989
44,D*AQ[5]SGE, 16.866,Hot,PA,6451
46,E*NF[8]DIK, 69.030,Cold,Labourer,6590
48,L*KR[8]PBT,114.040,Cold,Plumber,11998
52,V*XD[7]AUN,  9.345,Cold,Director,8609
38,X*II[6]KPS, 61.642,Cold,PA,10273
43,L*ZW[7]WSI, 36.901,Cold,Developer,4458
44,M7SD[6]SBY,114.969,Cold,Programmer,8177
47,I*PA[89]QXL, 55.496,Hot,Programmer,11097
51,A!*HI[1]JNH, 41.614,Cold,Director,8241
41,O*IP[8]QYO,101.990,Cold,Director,10655
51,X*UB[2]M7N, 14.143,Cold,Storeman,10920
53,I*UN[0]WSS, 22.592,Cold,Tester,1070
27,K*YA[0]BJD, 92.336,Hot,Developer,5574
53,U*GS[8]FPE,105.310,Cold,Secretary,9649
45,C*JF[7]PDW, 49.109,Cold,Director,6504
44,O*XL[7]ZBI, 11.209,Hot,Developer,11852
49,H*XG[3]PiUN,112.103,Hot,Director,9909
17,S*BU[5]ARE, 10.046,Cold,Plumber,3921
49,L*XT[5]SVY, 99.979,Cold,Labourer,9042
32,U*EZ[6]KZQ, 94.570,Cold,Cleaner,268
23,J*EC[0]NRS, 15.294,Hot,Labourer,9444
29,M*AU[7]GD, 23.968,Hot,Secretary,9686
9,L*LM[9]AVN,  5.164,Cold,Plumber,7983
26,I*TH[3]VAV,101.452,Cold,Programmer,10908
49,V*SB[2]FQX, 61.413,Cold,Driver,10725
52,J*AN[0]HGI,104.124,Hot,PA,10202
46,Q*IF[0]JOV, 73.431,Hot,Salesman,10187
54,G*RB[8]RYF, 56.744,Hot,Director,8550
36,X*LI[7]RHG, 29.943,Cold,Developer,10147
16,Z*MH[3]FEK,116.029,Cold,Director,7575
45,W*GT[0]WMJ, 50.145,Hot,Director,1636
20,E*SH[1]SIK, 60.681,Hot,Plumber,8199
45,Q*JP[5]MWB,105.091,Hot,Director,4690
10,K*UI[0]RJZ, 33.815,Hot,Co-ordinator,9863
47,U*ZE[9]KOO, 22.325,Hot,Labourer,11351
45,W*AJ[5]IGL, 93.955,Cold,Co-ordinator,1506
48,D*WL[8]RSH, 97.386,Hot,Co-ordinator,7771
28,H*ZS[4]YRN,101.194,Cold,Director,11391
31,X*PX[3]KTG, 52.064,Hot,Driver,10854
47,W*CF[1]LJW, 51.460,Cold,Driver,10046
43,K*RD[8]CYE, 68.625,Cold,Director,9636
41,H*AL[4]FTF, 74.648,Hot,Labourer,9665
44,I*CR[3]NCF, 18.006,Cold,Plumber,7235
24,Z*ML[4]QRT, 69.276,Cold,Programmer,11359
48,P*DE[3]OZP, 34.543,Cold,Leader,9540
51,M*Yg[3]NZN, 83.231,Hot,Developer,9768
30,D*IU[6]PUC, 62.269,Cold,Developer,2346
20,E*QK[3]LVY, 42.407,Cold,Manager,165
50,U*DF[3]JMM,114.541,Hot,Salesman,9283
44,T*MS[5]TEU, 67.144,Hot,Labourer,2585
40,C*OJ[3]KRF, 31.174,Cold,Tester,8426
42,X*EY[2]KXI, 96.509,Hot,Manager,11703
44,W*JK[2]PMM,  6.117,Cold,Accountant,8633
39,N*SC[4]DJO, 35.660,Hot,Designer,7945
49,W*YC[2]NXA,112.680,Hot,Director,10093
40,W*ZW[9]JFQ, 68.358,Hot,Cleaner,10041
51,S*VG[1]QTI, 86.320,Cold,Storeman,5712
12,T*YZ[4]JRO,109.216,Hot,Programmer,9513
53,V*GU[5]UKX,103.191,Cold,Director,7975
47,J*QM[6]LME,  9.719,Cold,Secretary,11132
47,O*WT[8]UBU, 57.271,Hot,Cleaner,1649
53,R*FB[1]ADB, 35.795,Cold,Leader,11588
46,A*LW[9]FBX,114.970,Hot,Co-ordinator,4495
47,O*XS[3]JWQ,107.872,Cold,Director,10021
30,P*JY[9]DXI, 73.832,Hot,Leader,10449
17,FJJR[9]LWY, 50.761,Hot,Leader,153
32,P*SQ[3]G&J, 64.196,Cold,Tester,8238
15,D*AG[2]KCQ, 57.100,Cold,Director,10715
39,Z*GS[7]KNQ, 40.891,Hot,Leader,6716
43,C*HN[0]VXW, 66.929,Hot,Developer,630
41,U*HL[9]BSZ, 72.063,Cold,Cleaner,7139
29,T*VC[9]PPZ, 74.666,Hot,Programmer,10774
54,R*VR[2]NOR, 33.472,Cold,Labourer,6367
17,LuLR[1]VME, 66.621,Hot,Labourer,4928
34,O*RK[2]UVK, 60.483,Cold,Programmer,8433
15,X*AB[8]YCW,118.660,Cold,Co-ordinator,8693
52,J*GA[2]DFV, 58.556,Cold,Manager,5973
13,S*GX[6]OSW, 48.872,Cold,Plumber,9451
20,{*IZ[5]RJJ,  4.908,Hot,Tester,7972
45,F*OB[4]VQN,108.145,Cold,Storeman,1916
50,X*WP[7]TOI, 30.660,Cold,Electrician,10277
53,Q*OK[5]MOU,  4.473,Cold,Electrician,8648
41,K*JF[6]YXG, 31.044,Hot,Accountant,9442
38,D*MR[6]PQN, 92.852,Hot,PA,10293
44,C*IIb9]WCB, 30.389,Cold,Accountant,8267
49,Q*BA[0]ELY, 63.505,Cold,Labourer,8610
45,N*NV[1]UTP, 78.896,Cold,Labourer,10267
51,O*MY[1]PQ, 37.421,Cold,Director,10247
53,S*ZY[5]MDF, 47.591,Cold,Designer,10524
14,Y*GS[9]CUW, 48.812,Hot,Tester,11063
46,W*IZ[5]KVO, 53.975,Cold,Manager,9739
46,B*OQ[0]EWM, 34.024,Cold,Director,10233
52,W*IE[2]MEV, 48.104,Hot,Cleaner,8406
10,T*NU[0]AQY, 14.098,Hot,Electrician,5427
45,K*OK[8]TWQ, 42.915,Cold,Secretary,2802
20,R*GA[0MFJQ, 68.735,Cold,Tester,8556
12,I*FT[8]MSC,116.696,Cold,Cleaner,9633
14,D*KQ[4]CSV, 20.645,Hot,Labourer,3328
54,W!*EG[7]GXU, 25.742,Cold,Labourer,6849
44,Y*II[2]TQW, 63.233,Hot,Storeman,8690
49,A*WG[5]QCJ, 92.202,Hot,Director,11545
39,B*QS[0]GRC, 55.734,Cold,Tester,5549
40,K*TT[6]QXX, 82.115,Cold,Director,10030
46,W*SC[4]NKB, 63.461,Cold,Labourer,10572
54,R*ML[9]HRA, 36.340,Hot,Developer,9155
46,T*EY[0]DBC, 13.537,Hot,Cleaner,10993
43,I*II[1]JTZ, 83.076,Hot,Salesman,8660
47,K*BH[3]VZY, 92.636,Cold,Storeman,10103
16,F*NP[2]TLR, 82.419,Hot,Electrician,1623
30,U*JC[5]ECU,110.896,Cold,Labourer,11748
35,L*GB[1]FTB, 52.846,Hot,Tester,8664
51,Y*PB[7]VOH,105.841,Cold,Secretary,2835
47,Y*YG[4]ZUM, 85.950,Hot,Developer,2839
29,J*OE[5]ZDP, 27.748,Cold,Co-ordinator,10220
18,U*ST[4]QLL,106.132,Cold,Cleaner,11500
50,P*IF[9]CAV, 56.167,Hot,Plumber,8777
52,F*FSE[9]IZG, 47.715,Cold,Plumber,6390
45,D*QT[4]IUC, 30.559,Cold,Cleaner,11009
47,K*7F[4]SXH, 31.956,Cold,Storeman,9925
8,S*TV[1]RSN,114.343,Cold,Co-ordinator,9432
8,K*UJ[1]LOC, 74.313,Cold,Developer,3780
17,P*OT[7]QYL, 83.840,Hot,Director,11161
40,G*WP[1]FFH, 10.501,Hot,Director,6219
42,U*VN[1GAKI, 92.132,Hot,Tester,8505
43,O*SK[7]NKP, 39.943,Hot,Developer,9155
39,I*MY[3]YWM, 74.994,Cold,Plumber,11190
43,V*PC[9]AAW, 35.608,Cold,Cleaner,11783
21,G*NS[7]UTW, 29.580,Hot,Programmer,8078
45,P*JR[4]DZV, 93.579,Cold,Plumber,10553
47,B*RM[8]RX, 30.900,Cold,Accountant,1440
9,8*TU[3]QFC,118.992,Cold,Director,11720
54,N*VI[9]YQD,107.938,Cold,PA,10253
40,F*YK[2]TYC, 43.480,Cold,Electrician,10594
48,H*AG[8]IZF, 50.295,Cold,Director,5019
46,W*RN[0]FZB, 65.803,Hot,Plumber,10725
41,N*6A[0]USJ, 32.227,Hot,Developer,10756
52,C*XL[8]JOM, 59.036,Hot,Programmer,5771
44,L*SQ[9]WHF, 76.581,Hot,Programmer,9738
48,G*FO[6nCWD,101.023,Cold,Electrician,10484
18,G*MF[9]HUS, 73.570,Cold,Leader,214
51,R*HS[3]JYI, 64.989,Hot,Labourer,3243
21,L*VS[4]CFE, 67.472,Cold,Manager,9225
49,M*BD[2]FYX, 11.949,Hot,Programmer,10822
28,Y*QJ[0]MAS, 37.588,Cold,PA,6346
49,L*LJ[2]kSR, 74.092,Cold,PA,5166
41,K*OD[7]BIO, 28.238,Hot,Programmer,10593
53,D*RC[8]FMC, 16.475,Cold,Accountant,8079
10,T*UD[8]YSF, 11.452,Cold,Director,11198
48,X*IF[4]JCF, 93.810,Cold,Accountant,8977
46,E*O[7]GKF, 93.013,Cold,Plumber,8814
7,G*RP[0]ZFV, 29.150,Cold,Accountant,1640
40,A*ED[6]DXK, 25.152,Hot,Labourer,11954
47,V*HG[5]PVF,  8.996,Hot,Developer,2932
53,V*SD[3]QUL, 23.517,Hot,Leader,2378
53,Z*LO[8]JES, 13.471,Hot,Tester,10201
43,F*ET[6]MTK, 27.910,Hot,Leader,6491
43,K*CBp[9]BBM, 52.746,Cold,Leader,7775
46,L*KP[4]DLJ, 69.249,Hot,Electrician,11778
42,I*WT[8]NLL, 35.952,Hot,Leader,11475
50,R*HF[1]JBW, 82.001,Cold,Plumber,5329
33,M*KV[6]NVE, 43.994,Hot,Cleaner,122
11,E*WC[9]XCK,  4.351,Cold,Plumber,11866
23,L*CH[5]XCV, 46.873,Hot,Programmer,7422
41,Z*YF[2]ROO,  5.436,Cold,Tester,10749
44,S*ZD[1]YFR,100.159,Cold,Cleaner,9518
24,Q*PF[9]IYP, 43.234,Cold,Storeman,3998
40,L*VP[7]IPC, 63.180,Cold,Manager,9962
52,U*SE[2]OSG, 13.960,Cold,Electrician,8924
53,C*WC[9]XLM,  8.753,Hot,Co-ordinator,9736
6,U*XK[9]IGW, 22.804,Cold,Tester,1249
50,M*HX[5]SXM, 90.728,Hot,Driver,9779
46,X*HY[0]XSX, 80.425,Cold,Leader,6636
36,C*KC[4]CfR, 42.475,Cold,Tester,10261
49,P*K[8]ERX, 52.599,Hot,Director,2643
39,X*BE[2]PKW, 61.119,Cold,Leader,5570
51,N*ZF[7]AVP, 84.793,Cold,Secretary,4849
42,R*DQ[3]BCR, 90.613,Hot,PA,9667
22,C*UD[3]HBP,102.933,Hot,PA,8624
18,X*ZH[6]GUO, 84.367,Cold,Director,8324
36,I*VV[3]YIA, 26.123,Cold,Director,11290
44,SUSN[0]LCA, 56.296,Cold,Accountant,3987
40,Y*MJ[6]CNC, 96.705,Hot,Plumber,9000
44,K*IG[0]UXC, 93.094,Cold,Cleaner,8004
45,O*NQ[1]COY, 42.885,Cold,Tester,8894
27,U*BG[0]FNJ, 59.268,Hot,Electrician,6823
30,N*VI[2]JVP, 52.698,Cold,Developer,6585
40,F*>U[6]ODI, 54.422,Cold,Secretary,2079
43,A*BF[8]XMN, 43.749,Cold,Developer,8125
52,I*CU[7]BKN, 78.810,Cold,Electrician,8206
47,J*LQ[5]WEH,113.080,Cold,Tester,11398
24,Y*LH[2]ZGI,113.519,Cold,Electrician,10342
47,B*DH[3]NHX, 84.407,Hot,Co-ordinator,8525
43,E*IA[9]PHI,120.075,Hot,Tester,11342
22,T*OK[1]SWL, 15.380,Cold,Secretary,5728
36,C*ZT[7]PED, 45.342,Cold,Labourer,9429
25,Q*FO[1]HDJ,104.514,Cold,PA,7787
52,W*XZ[0]1QP, 59.322,Hot,Director,8954
47,N*CR[2]CBL, 87.621,Cold,Plumber,10658
53,K*RD[2]QDX, 18.831,Hot,Director,6020
26,E*GB[7]GJA, 87.217,Cold,Tester,11053
43,O*SK[0]JYI, 95.283,Cold,Electrician,7049
29,O*ZP[5]XRU, 22.059,Cold,Programmer,9287
52,S*CI[7]LIW, 84.458,Cold,Leader,4483
43,P*QK[5]BGC, 96.525,Hot,Cleaner,5469
36,T*ED[3]GIH,  8.400,Cold,Leader,11450
46,I*WN[3]VXQ, 89.927,Hot,Programmer,11442
42,H*KZ[8]AFH, 34.597,Cold,Director,2239
49,R*LJN4]XEL, 52.231,Cold,Developer,10424
50,O*CF[8]UZQ, 72.999,Cold,Co-ordinator,7904
44,V*MQ[7]YVR, 34.328,Cold,Manager,11544
36,D*Tb[0]NXL, 48.862,Cold,Manager,4458
49,R*E6[1]MIE, 53.807,Cold,Programmer,11592
34,J*WY[0]VTM,  7.779,Cold,Tester,8150
44,S*YC[9]QPS, 43.116,Cold,Programmer,9868
43,R*MG[9]WCU, 74.549,Cold,PA,10604
48,D*XI[6]TOX, 55.464,Hot,PA,6820
41,W*ZD[7]XLJ,110.099,Cold,Leader,7243
49,Y*MW[2]BNW, 17.386,Cold,Programmer,4416
52,J*QX[6]NEA, 56.097,Cold,Co-ordinator,6049
29,R*ZP[4]FRO, 16.212,Cold,Electrician,8532
41,S*SH[8]WKD, 81.934,Cold,Developer,1505
26,Z*BT[1]RIU, 45.686,Hot,Labourer,4838
48,K*SQ[4]LTS,101.762,Hot,Director,5087
52,I*KN[5]AYX, 38.073,Cold,Director,6939
40,C*CC[7]VAW, 90.736,Cold,Labourer,8896
46,V*TV[6]GQQ, 73.291,Hot,Director,9422
28,K3FY[8]HLC, 60.970,Hot,Accountant,11529
41,R*WN[0]YQX,111.461,Cold,Manager,4995
43,O*JY[8]VXY, 74.146,Cold,Leader,3091
39,J*XN[3]MEP, 79.003,Hot,Director,11838
45,M*GC[0]NCN, 83.977,Hot,Director,2156
35,T*MH7[4]GTH, 44.749,Cold,Director,9625
16,Z*UY[R]OAR, 29.833,Cold,Tester,8510
50,A*HP[4]ZTY,112.502,Cold,Tester,10336
44,S*XM[2]ZFF,  8.596,Cold,Director,7688
39,K*JL[2]FDN, 21.943,Cold,Programmer,10201
49,C*PF[0]EPH,100.430,Hot,Electrician,5788
51,C*SL[8]LAG, 83.981,Cold,Labourer,11406
54,X*LK[4]HZH,110.427,Cold,Labourer,8779
19,E*CX[0]BDO, 44.688,Hot,Labourer,9841
52,I*RF[3[]AHQ, 84.853,Cold,Tester,10173
47,P*QD[5]YXT, 34.895,Cold,PA,5063
13,H*OQ[8]THI, 49.005,Cold,Programmer,11076
48,L*WF[5]DZX, 45.560,Hot,Labourer,8372
19,D*UW[2]SEN, 53.604,Hot,Driver,8598
51,C*EH[5]VIN, 23.485,Cold,Director,586
47,E*CN[3]ELX, 43.797,Cold,Director,11008
12,N*BL[4]NVJ, 40.171,Cold,Designer,10866
12,G*LH[7]POF, 11.265,Cold,Programmer,3243
48,E*MI0]WPP, 50.985,Cold,Director,11224
11,L*MF[1]EUD, 20.159,Cold,Cleaner,1916
46,G*LL[9]LMI, 91.035,Hot,Plumber,6025
41,S*CR[9]RNU, 63.983,Cold,Manager,8766
42,J*MU[4]CFC, 16.791,Cold,Developer,8142
48,T*RD[9]VMJ, 33.456,Hot,Cleaner,8040
14,D*AB[7]QCJ,105.664,Hot,PA,8607
16,L*LI[8]COM,107.515,Hot,Tester,11428
51,K*FV[2]USH, 65.828,Hot,Driver,8252
48,K*DZ[9]RAP, 83.012,Cold,Designer,9208
45,W*PL[4]GMY, 90.068,Cold,Plumber,3054
42,K*MU2]NUM,108.726,Hot,Director,11336
49,B*SC[0]FCQ, 70.848,Cold,Plumber,10404
47,I*GA[4]UMC,112.714,Cold,Tester,8213
9,N*VO[7]VEE, 30.902,Hot,Plumber,11589
40,Z*AV[X]YKQ,109.540,Cold,Labourer,5751
33,Q*TF[1]HDZ, 78.486,Hot,Electrician,2061
47,D*UL[0]BGV, 97.202,Cold,Manager,3614
41,O*AX[5]EIX,  3.830,Cold,Developer,10078
43,Z*1J[0]WIE, 44.227,Cold,Leader,8219
22,B*ON[7]XKO,114.000,Cold,Programmer,4431
53,D*zM[4]ZZJ, 30.256,Hot,PA,9456
49,N*NE[0]GQY, 64.747,Cold,Driver,11852
43,U*UZ[1]QAX,117.443,Hot,Cleaner,9749
53,J*SM[7]QBZ, 68.717,Cold,Electrician,3255
44,U*YA[4]HVZ, 10.088,Cold,Co-ordinator,3694
36,V*TO[8]RCX, 33.744,Hot,Tester,8188
23,H*XJ[9]BVN, 59.751,Cold,Leader,11438
52,H*WZ80]MGK, 85.800,Hot,Director,9004
49,H*XE[3]JPD, 99.695,Hot,Labourer,11002
14,J*OX[6]VXI, 76.836,Cold,Tester,11432
15,I*HX[2]PDS, 60.690,Cold,Cleaner,9589
35,R*ZK[9]TXN, 33.472,Cold,Electrician,9098
9,W*SO[3]MYF, 10.237,Hot,Labourer,8963
41,T*RU[2]YUJ, 53.918,Cold,Developer,10626
9,R*ZW[5]XCI,112.137,Hot,Director,4967
51,G*IP[9]PBG, 46.194,Hot,Developer,11986
10,J*YH[1]IBZ, 11.748,Cold,Director,3911
48,A*KY[9]CEE,115.588,Cold,Secretary,8664
50,X*LO[5]GUF,111.203,Cold,Accountant,8701
44,X*JN[9]PCL, 84.442,Hot,Manager,6622
50,L*EX[1]GTP, 73.492,Cold,Tester,10524
15,Z*MN[0]KIY,102.143,Cold,Labourer,5355
44,A*LY[6]ZXV, 30.871,Hot,Secretary,777
41,W*XE[0]OPK, 71.124,Hot,Developer,10335
54,O*DR[0]VBR, 30.627,Cold,Electrician,1949
40,GGG[1]UJI, 30.750,Cold,Plumber,11147
43,C*ZP[6]RFU, 45.838,Cold,Electrician,8958
35,Y*CC[8]ZM,  8.212,Hot,Director,9576
50,F*IS[6]CZG, 60.514,Cold,Director,10184
54,I*U][2]OKA, 35.081,Cold,Salesman,8562
54,G*HB[7]GFP, 26.972,Hot,PA,6625
39,O*CC[4]YNX, 21.613,Cold,Accountant,4046
14,T*TV[6]YOD, 28.612,Hot,Co-ordinator,10931
47,J*TU[9pFYE,111.459,Hot,Plumber,9409
50,O*IU[7]RFJ, 30.104,Hot,Electrician,3960
39,W*QL[9]WIV,  7.881,Cold,Designer,10531
51,O*GY[7]UZM, 11.827,Cold,Director,9225
15,M*UD[2]WAE, 50.463,Cold,Labourer,1567
45,P*GI[4]HKO,117.302,Cold,Driver,5633
45,I*GA[6]LLY, 56.351,Hot,Tester,1801
49,K*YP[3vDEG, 97.720,Hot,Director,8248
22,D*JH[6]EXV, 28.652,Hot,Labourer,109
11,Z*GH[8]UCN, 78.531,Cold,Manager,9087
43,X*UV[P]ICO,  8.546,Cold,Manager,8044
31,P*QG[4]YOH, 89.426,Hot,Director,9741
41,F*TH[6]ITF, 12.188,Cold,Co-ordinator,9872
39,X*HS[9]LNT, 62.991,Cold,Manager,9687
48,N*NR[5]AJV,115.412,Cold,PA,8030
9,M*HQ[6]WQB, 75.953,Cold,Manager,4978
44,D*UE[3]TFX, 24.241,Hot,Developer,3482
17,L*EB[0]QLJ, 19.108,Cold,Labourer,6300
46,V*KM[3]LSQ,103.236,Cold,Manager,9963
40,P*QH[5]VXH, 94.396,Hot,Plumber,5138
54,V*JD[7NIB, 87.818,Hot,Manager,11258
43,S*RZ[6]UOA, 48.098,Cold,Co-ordinator,3717
46,S*DR[7]CBN, 89.954,Cold,Tester,11238
18,5*FV[2]JXU, 50.278,Hot,Director,11098
30,B*II[3]QBH, 91.305,Hot,Director,8994
50,T*DO[8]EXU, 34.457,Cold,Co-ordinator,284
53,Z*OP[0]KQT, 21.106,Cold,Electrician,9844
45,3*OT[1]WRD,104.865,Hot,Plumber,9959
11,E*MI[5]KOP, 82.297,Hot,Tester,4022
41,U*JA[0]IUP, 66.704,Cold,PA,8404
18,P*KM[1]HMA, 18.561,Cold,Secretary,8667
48,P*2MW[1]SMO, 30.478,Cold,Salesman,9474
20,B*OD[4]QSN,112.007,Cold,Plumber,10217
20,V*HB[4]FCB, 81.802,Hot,Programmer,11531
45,I*LCF7]XBJ, 96.122,Cold,PA,5382
14,T*JS[0]IBW, 93.523,Hot,Developer,1488
41,F*PS[7]MQY,102.527,Cold,Electrician,6419
22,B*QZ[7]WPY, 77.168,Cold,Director,1171
24,U*EU[2]VVN, 57.496,Cold,PA,11199
34,Y*NV[1]UDO, 67.286,Hot,Programmer,11891
45,U*OR[6]JZU,106.807,Cold,Storeman,8277
44,Y*QX[7]NSZ,  5.973,Hot,Tester,5011
10,L*EE[5]JGZ,115.499,Cold,Developer,3138
12,F3*OR[2]FEJ, 41.656,Cold,Accountant,8477
44,C*AT[8]YSO,  3.587,Hot,Tester,6785
48,L*WW[7]QKV, 84.917,Hot,Labourer,3345
16,C*DX[2]JTF,  8.656,Cold,Tester,4866
49,G*SC[7]AQG, 62.487,Cold,Secretary,10697
39,B*XX[4]CTK,106.528,Cold,Electrician,11717
49,C*W[3]DDZ, 32.736,Cold,Cleaner,5798
48,G*KK[4]TEL, 87.784,Cold,PA,8960
51,T*RV[5]GYL, 36.021,Cold,Director,7876
31,X*XP[2]FFY, 51.070,Hot,Cleaner,6425
47,U*CB[7]>LVZ, 94.014,Hot,Labourer,8755
49,J*AS[0]QEK, 23.734,Cold,PA,10275
9,O*SR[4]ARM, 74.921,Cold,Co-ordinator,10398
39,C*AB[8]NIC, 57.311,Cold,Plumber,1783
47,Y*EO[2]URW, 42.231,Hot,Cleaner,11138
14,B*LS[2]BSY,  6.804,Hot,Cleaner,8053
24,M*QS[9]VFH,111.370,Cold,Secretary,4393
42,I*SP[6]KJB, 92.010,Cold,Co-ordinator,8320
48,Z*OR[2]YHR, 20.868,Cold,Manager,2220
10,C*TJ[8]GDT, 87.094,Hot,Tester,11364
44,V*CX[5]YVC, 15.860,Hot,Manager,8082
54,P*JU[7]KMH,119.612,Cold,Director,5609
33,B*MU[M6]RJS, 28.834,Cold,Plumber,10711
54,Q*KH[5]YWG, 86.500,Cold,Leader,11086
16,L*BE[7]KNF, 27.294,Hot,Labourer,9323
45,Q*CM[9]QVD, 80.073,Hot,Tester,3783
45,Z*GX[09KGI,  4.958,Hot,Leader,7954
53,M*MT[6]CIF, 17.268,Cold,Labourer,5283
41,S*AD[7nZSG, 19.745,Cold,Tester,9857
47,G*XB[8]OQW, 91.598,Cold,Salesman,8507
38,I*WL[3]FLQ, 44.277,Hot,Director,2438
26,I*KL[2]GIC, 45.570,Cold,Secretary,10739
51,W*SL[3]TME, 53.661,Hot,Cleaner,5468
47,W*ML36]BBC, 45.156,Cold,Plumber,8926
40,C*XZ[3]UWM, 55.199,Hot,Electrician,6185
51,T*UK[6]WNR, 77.544,Cold,Leader,7349
46,K*YM[6]XJO, 99.074,Cold,Electrician,9052
54,S*KX[7]HSD, 33.390,Cold,Co-ordinator,11335
52,R*QK[2]ASD, 62.492,Cold,Director,5843
8,P*KW[4]PEQ, 23.918,Hot,Plumber,11622
49,B*PE[5]SVN, 67.341,Hot,Tester,3623
44,C*CB[2]LHZ,  7.654,Cold,Driver,10960
41,U*OH[6]PKA, 83.706,Cold,Co-ordinator,1162
27,D*NM[9]NHV, 89.422,Cold,Tester,9708
42,V*AE[3]KUT, 96.700,Cold,Plumber,5190
46,E*AU[9]GAC, 87.194,Cold,Developer,9564
46,M*LR[7]KTF, 21.090,Hot,Labourer,10594
43,Y*HVI3]WZN, 23.279,Cold,Manager,7786
10,K*SO[7]PGY,115.945,Hot,Leader,7544
46,U*QY[1]XKT, 20.220,Hot,Labourer,9583
44,R*OZ[1]ERJ, 54.990,Cold,Salesman,10201
40,H*X[[5]BIL, 90.437,Cold,Plumber,10303
10,G*CQ[0]BIK, 11.671,Cold,Secretary,8868
35,Y*HY[8]HRQ, 59.315,Hot,Storeman,4250
41,G*ZH[7]LFI, 62.044,Cold,Leader,5692
41,E*XU[1]LPF, 86.648,Cold,Salesman,4563
13,L*OV[0]VGR, 66.472,Cold,Tester,1232
14,Y*RY[3]UBE, 62.185,Hot,Secretary,10712
37,Z*CM[8]BEQ, 74.249,Cold,Secretary,6085
52,E*TB[9]VEJ, 78.698,Hot,Developer,10836
28,C*BB[7]FIS, 43.850,Cold,Accountant,7966
42,B*RZ[1]KPE, 39.184,Cold,Developer,894
31,A*VY[9]HTI, 21.662,Hot,Storeman,9927
50,U*CP[5]TTP, 94.350,Hot,Salesman,11466
22,Q*QD[8]DQF, 51.923,Cold,Labourer,10372
53,J*RF[0]LSB, 39.661,Hot,Storeman,7849
27,E*HU[8]AUJ,119.294,Cold,Director,10287
53,R*FI[3]WTR,116.814,Cold,PA,2896
15,Q*WS[3]IJV, 72.258,Hot,Electrician,6146
54,Y*UX[7]PGL, 50.090,Cold,Programmer,137
43,O*BK[4]YGO, 97.378,Cold,Tester,4511
6,B*EI[j]ZZK, 47.283,Hot,Co-ordinator,5121
49,F*EQ[8]HDV, 84.494,Cold,Storeman,11517
49,T*XW[8]AMJ, 61.626,Cold,Manager,7869
47,Y*JY[5]DFJ, 95.776,Cold,Director,117
54,S*GC[3]APV, 54.195,Cold,Tester,4970
50,J*BJ[5]WJV, 28.941,Hot,Tester,9042
50,H*RQ[4]NMQ, 60.109,Cold,Tester,10176
40,F*ZX[8]CHE, 89.319,Hot,Director,6389
43,C*VY[3]LAO, 32.962,Cold,Cleaner,1362
32,V*WC[0]IAL, 23.905,Cold,Tester,8176
54,F*LS[7]PIQ, 39.948,Cold,Labourer,9859
49,G*CZ[2]FIJ, 21.476,Hot,Director,2150
38,D*ZX[8]AXT, 98.463,Cold,Accountant,1114
44,E*LS[8]UGI, 61.065,Cold,Labourer,11525
